judge,arm,metric,iteration,n,mean,sd,se
claude-haiku-4-5,PTO_LA0,CSQ-8,9,96,2.84765625,0.8433569991175305,0.08607476328511637
claude-haiku-4-5,PTO_LA0,CSQ-8,10,96,2.80859375,0.8808924013166242,0.08990570423002975
claude-haiku-4-5,PTO_LA0,MI-SAT,0,96,2.4635416666666665,1.042153395057757,0.10636433548336005
claude-haiku-4-5,PTO_LA0,MI-SAT,1,96,2.600694444444444,1.0969066464531694,0.11195256580323885
claude-haiku-4-5,PTO_LA0,MI-SAT,2,96,2.732638888888889,1.0567187343048285,0.10785090419527084
claude-haiku-4-5,PTO_LA0,MI-SAT,3,96,2.842013888888889,0.9062388669747036,0.09249261704858273
claude-haiku-4-5,PTO_LA0,MI-SAT,4,96,2.984375,0.8618211796040031,0.08795925581472103
claude-haiku-4-5,PTO_LA0,MI-SAT,5,96,2.9756944444444446,0.9343913698064698,0.09536591983691964
claude-haiku-4-5,PTO_LA0,MI-SAT,6,96,3.0416666666666665,0.8739237324037376,0.0891944674374061
claude-haiku-4-5,PTO_LA0,MI-SAT,7,96,3.003472222222222,0.8634823981135064,0.08812880321886894
claude-haiku-4-5,PTO_LA0,MI-SAT,8,96,3.0364583333333335,0.8759967171959104,0.08940604056179663
claude-haiku-4-5,PTO_LA0,MI-SAT,9,96,3.0989583333333335,0.8022549087394176,0.08187979875227742
claude-haiku-4-5,PTO_LA0,MI-SAT,10,96,3.0729166666666665,0.8171454021085444,0.0833995533678048
claude-haiku-4-5,PTO_LA0,MICI,0,96,0.36411877914800367,0.3113079650011763,0.03177273612987858
claude-haiku-4-5,PTO_LA0,MICI,1,96,0.3600361847904417,0.29353567910470246,0.029958859796160968
claude-haiku-4-5,PTO_LA0,MICI,2,96,0.3458378583383421,0.27056359804174684,0.02761428159057374
claude-haiku-4-5,PTO_LA0,MICI,3,96,0.41738379545608817,0.30380281406506787,0.031006744870043703
claude-haiku-4-5,PTO_LA0,MICI,4,96,0.38939072297528177,0.2392383351100072,0.024417160330520306
claude-haiku-4-5,PTO_LA0,MICI,5,96,0.5030036800252551,0.2376300221815044,0.024253012579622257
claude-haiku-4-5,PTO_LA0,MICI,6,96,0.5814671998824475,0.28316614059943396,0.0289005232042422
claude-haiku-4-5,PTO_LA0,MICI,7,96,0.6179540487307452,0.25797197763743585,0.026329154714516273
claude-haiku-4-5,PTO_LA0,MICI,8,96,0.6711806921792598,0.26019846124523766,0.026556394246174
claude-haiku-4-5,PTO_LA0,MICI,9,96,0.7465935007670205,0.284492782457304,0.029035923021875513
claude-haiku-4-5,PTO_LA0,MICI,10,96,0.825287796273429,0.2701807884693494,0.027575211252197623
claude-haiku-4-5,PTO_LA0,MITI,0,96,1.8385416666666667,0.5960165648822481,0.060830685925330474
claude-haiku-4-5,PTO_LA0,MITI,1,96,1.9609375,0.6029839451908274,0.061541791200327746
claude-haiku-4-5,PTO_LA0,MITI,2,96,2.0989583333333335,0.5566336396337629,0.05681118294879042
claude-haiku-4-5,PTO_LA0,MITI,3,96,2.2760416666666665,0.5071581901385025,0.051761616029697616
claude-haiku-4-5,PTO_LA0,MITI,4,96,2.3984375,0.40971447856692644,0.0418163088633102
claude-haiku-4-5,PTO_LA0,MITI,5,96,2.3802083333333335,0.4119580437672767,0.042045291777706995
claude-haiku-4-5,PTO_LA0,MITI,6,96,2.4088541666666665,0.44146852970432476,0.04505719313634643
claude-haiku-4-5,PTO_LA0,MITI,7,96,2.3880208333333335,0.46998011109467325,0.0479671442266042
claude-haiku-4-5,PTO_LA0,MITI,8,96,2.3932291666666665,0.443883566505942,0.04530367679776332
claude-haiku-4-5,PTO_LA0,MITI,9,96,2.3958333333333335,0.3510635470040826,0.03583027322714919
claude-haiku-4-5,PTO_LA0,MITI,10,96,2.3515625,0.4016055360412097,0.040988693382411796
claude-haiku-4-5,PTO_LA0,PCT,0,96,0.5198512260855043,0.35677471583478004,0.036413166955069874
claude-haiku-4-5,PTO_LA0,PCT,1,96,0.51317675228932,0.35779569785518317,0.03651737049617585
claude-haiku-4-5,PTO_LA0,PCT,2,96,0.542711338736155,0.34978645243644146,0.035699930308649146
claude-haiku-4-5,PTO_LA0,PCT,3,96,0.571745716220126,0.3388071090709869,0.034579355768808495
claude-haiku-4-5,PTO_LA0,PCT,4,96,0.5763055578680579,0.3220802708337118,0.032872179990000215
claude-haiku-4-5,PTO_LA0,PCT,5,96,0.5831129816194155,0.3427480006237734,0.03498157132864064
claude-haiku-4-5,PTO_LA0,PCT,6,96,0.6123662643399486,0.32175017136204226,0.032838489353752186
claude-haiku-4-5,PTO_LA0,PCT,7,96,0.5820263572319494,0.3397329407325518,0.03467384806708129
claude-haiku-4-5,PTO_LA0,PCT,8,96,0.6051231832663237,0.3289563840168159,0.03357397035300978
claude-haiku-4-5,PTO_LA0,PCT,9,96,0.6378845988910328,0.2916584979037895,0.029767270792120062
claude-haiku-4-5,PTO_LA0,PCT,10,96,0.6332057121119621,0.29200289675260677,0.029802420852436905
claude-haiku-4-5,PTO_LA0,Q1,0,96,1.6729166666666666,0.7958417148451816,0.08122525489134365
claude-haiku-4-5,PTO_LA0,Q1,1,96,1.9145833333333335,0.926678183697205,0.0945786960761354
claude-haiku-4-5,PTO_LA0,Q1,2,96,2.0791666666666666,0.9538748308779597,0.09735444225560838
claude-haiku-4-5,PTO_LA0,Q1,3,96,2.3666666666666667,0.8694422491237721,0.08873707796545903
claude-haiku-4-5,PTO_LA0,Q1,4,96,2.59375,0.895581257884333,0.09140487937568875
claude-haiku-4-5,PTO_LA0,Q1,5,96,2.6479166666666667,0.89242179862813,0.09108241841565498
claude-haiku-4-5,PTO_LA0,Q1,6,96,2.7604166666666665,0.8984758048661213,0.09170030283993436
claude-haiku-4-5,PTO_LA0,Q1,7,96,2.658333333333333,0.893445921158683,0.09118694248373593
claude-haiku-4-5,PTO_LA0,Q1,8,96,2.7229166666666664,0.873646823338713,0.08916620552430354
claude-haiku-4-5,PTO_LA0,Q1,9,96,2.720833333333333,0.8452862071096539,0.08627166225129977
claude-haiku-4-5,PTO_LA0,Q1,10,96,2.6395833333333334,0.7976912958712611,0.08141402696433649
claude-haiku-4-5,PTO_LA0,Q1Q2,0,96,1.829718137254902,0.6911419501512758,0.07053937990427969
claude-haiku-4-5,PTO_LA0,Q1Q2,1,96,2.0715686274509806,0.7701727268996229,0.07860542477966569
claude-haiku-4-5,PTO_LA0,Q1Q2,2,96,2.199203431372549,0.7657281187486905,0.0781517988598157
claude-haiku-4-5,PTO_LA0,Q1Q2,3,96,2.480208333333333,0.6957529771947074,0.0710099908812206
claude-haiku-4-5,PTO_LA0,Q1Q2,4,96,2.6804534313725488,0.6672954269898482,0.06810555432573977
claude-haiku-4-5,PTO_LA0,Q1Q2,5,96,2.7519607843137255,0.6955972406183271,0.07099409608345311
claude-haiku-4-5,PTO_LA0,Q1Q2,6,96,2.8495710784313726,0.7037360273092932,0.07182475752171234
claude-haiku-4-5,PTO_LA0,Q1Q2,7,96,2.813235294117647,0.718235560356254,0.07330460991644885
claude-haiku-4-5,PTO_LA0,Q1Q2,8,96,2.8954656862745094,0.7215043669786306,0.07363823109530941
claude-haiku-4-5,PTO_LA0,Q1Q2,9,96,2.9210784313725493,0.7102074239816235,0.07248524167881044
claude-haiku-4-5,PTO_LA0,Q1Q2,10,96,2.866053921568627,0.6684052672495591,0.0682188269229185
claude-haiku-4-5,PTO_LA0,Q2,0,96,1.986519607843137,0.657278105971752,0.06708316578057338
claude-haiku-4-5,PTO_LA0,Q2,1,96,2.2285539215686274,0.6701410595095811,0.0683959854786071
claude-haiku-4-5,PTO_LA0,Q2,2,96,2.3192401960784315,0.6377172451557319,0.06508674378353795
claude-haiku-4-5,PTO_LA0,Q2,3,96,2.59375,0.5880543452338918,0.060018045285395664
claude-haiku-4-5,PTO_LA0,Q2,4,96,2.767156862745098,0.5113832012160816,0.05219282941710075
claude-haiku-4-5,PTO_LA0,Q2,5,96,2.8560049019607843,0.5806865354261116,0.05926607134577338
claude-haiku-4-5,PTO_LA0,Q2,6,96,2.9387254901960786,0.5845654357032686,0.059661959947530666
claude-haiku-4-5,PTO_LA0,Q2,7,96,2.968137254901961,0.617413587993482,0.06301451045187473
claude-haiku-4-5,PTO_LA0,Q2,8,96,3.0680147058823533,0.6131163993703275,0.06257593047457383
claude-haiku-4-5,PTO_LA0,Q2,9,96,3.121323529411765,0.6351457515091881,0.0648242918122529
claude-haiku-4-5,PTO_LA0,Q2,10,96,3.0925245098039214,0.5980448197135461,0.06103769381720609
claude-haiku-4-5,PTO_LA0,WAI-SR,0,96,2.1171875,1.0523975777004182,0.10740987799612656
claude-haiku-4-5,PTO_LA0,WAI-SR,1,96,2.344618055555556,1.1011437296745414,0.11238501129865842
claude-haiku-4-5,PTO_LA0,WAI-SR,2,96,2.4609375,1.094908012705428,0.11174858110054416
claude-haiku-4-5,PTO_LA0,WAI-SR,3,96,2.6024305555555554,0.9817396516718255,0.10019838361890279
claude-haiku-4-5,PTO_LA0,WAI-SR,4,96,2.756076388888889,0.9559940779859724,0.09757073700783754
claude-haiku-4-5,PTO_LA0,WAI-SR,5,96,2.790798611111111,0.9830429835737633,0.10033140437412107
claude-haiku-4-5,PTO_LA0,WAI-SR,6,96,2.8489583333333335,0.9400379875987219,0.09594222535206708
claude-haiku-4-5,PTO_LA0,WAI-SR,7,96,2.866319444444444,0.9835993668282585,0.10038819000224367
claude-haiku-4-5,PTO_LA0,WAI-SR,8,96,2.8828125,0.9572421801060947,0.09769812089705363
claude-haiku-4-5,PTO_LA0,WAI-SR,9,96,2.9444444444444446,0.9808597096325788,0.10010857491059535
claude-haiku-4-5,PTO_LA0,WAI-SR,10,96,2.9548611111111107,1.0291736214458287,0.10503959288644063
claude-haiku-4-5,PTO_LA5,CSQ-8,0,96,2.0989583333333335,0.9699288950245316,0.09899295331631718
claude-haiku-4-5,PTO_LA5,CSQ-8,1,96,2.1770833333333335,0.9474110614185616,0.09669473654767043
claude-haiku-4-5,PTO_LA5,CSQ-8,2,96,2.3098958333333335,1.0259750123064368,0.10471313620818593
claude-haiku-4-5,PTO_LA5,CSQ-8,3,96,2.5013020833333335,0.9599710096477055,0.0979766308958861
claude-haiku-4-5,PTO_LA5,CSQ-8,4,96,2.65234375,0.9176993410655285,0.0936622967874539
claude-haiku-4-5,PTO_LA5,CSQ-8,5,96,2.7552083333333335,0.9226529017962185,0.09416786746245719
claude-haiku-4-5,PTO_LA5,CSQ-8,6,96,2.6510416666666665,0.9680617957294241,0.0988023932924787
claude-haiku-4-5,PTO_LA5,CSQ-8,7,96,2.7734375,0.9379275340934001,0.0957268280931543
claude-haiku-4-5,PTO_LA5,CSQ-8,8,96,2.80078125,0.9208080913623756,0.09397958228599562
claude-haiku-4-5,PTO_LA5,CSQ-8,9,96,2.7890625,0.9374013105950211,0.09567312063225052
claude-haiku-4-5,PTO_LA5,CSQ-8,10,96,2.8072916666666665,0.868475044839385,0.08863836309155143
claude-haiku-4-5,PTO_LA5,MI-SAT,0,96,2.4635416666666665,1.0480288166767149,0.10696399319128354
claude-haiku-4-5,PTO_LA5,MI-SAT,1,96,2.5659722222222223,1.0821462231801577,0.11044608641130635
claude-haiku-4-5,PTO_LA5,MI-SAT,2,96,2.6371527777777777,1.0946426669128702,0.11172149935899578
claude-haiku-4-5,PTO_LA5,MI-SAT,3,96,2.842013888888889,1.005647733328007,0.10263849198500442
claude-haiku-4-5,PTO_LA5,MI-SAT,4,96,3.001736111111111,0.9509904936976572,0.09706006082486342
claude-haiku-4-5,PTO_LA5,MI-SAT,5,96,3.0104166666666665,0.9185586535436918,0.09375000000000001
claude-haiku-4-5,PTO_LA5,MI-SAT,6,96,2.9791666666666665,0.9933256799422577,0.10138087767757027
claude-haiku-4-5,PTO_LA5,MI-SAT,7,96,3.09375,0.9121699915954545,0.09309795992032016
claude-haiku-4-5,PTO_LA5,MI-SAT,8,96,3.121527777777778,0.8840626471764056,0.09022926609318123
claude-haiku-4-5,PTO_LA5,MI-SAT,9,96,3.154513888888889,0.8843158361415238,0.09025510708372468
claude-haiku-4-5,PTO_LA5,MI-SAT,10,96,3.184027777777778,0.7952634513889154,0.08116623612447904
claude-haiku-4-5,PTO_LA5,MICI,0,96,0.37026587036477543,0.32950681766070833,0.033630148751543
claude-haiku-4-5,PTO_LA5,MICI,1,96,0.3968014312727388,0.3318376792927813,0.033868041320693404
claude-haiku-4-5,PTO_LA5,MICI,2,96,0.4078482951552804,0.3195310511460751,0.03261200134512659
claude-haiku-4-5,PTO_LA5,MICI,3,96,0.49708657147975405,0.35053747417445247,0.03577658114381019
claude-haiku-4-5,PTO_LA5,MICI,4,96,0.5659474338853503,0.3490870452898612,0.03562854736566674
claude-haiku-4-5,PTO_LA5,MICI,5,96,0.6213956638432405,0.36698914456690174,0.037455672722058284
claude-haiku-4-5,PTO_LA5,MICI,6,96,0.6331318740166246,0.36844384754085935,0.037604142722621005
claude-haiku-4-5,PTO_LA5,MICI,7,96,0.5807729824015138,0.25986458567461335,0.026522318213440244
claude-haiku-4-5,PTO_LA5,MICI,8,96,0.5998329210067626,0.2421972026331156,0.02471914848252482
claude-haiku-4-5,PTO_LA5,MICI,9,96,0.6108536388219051,0.2810844553189628,0.028688062089983167
claude-haiku-4-5,PTO_LA5,MICI,10,96,0.5807153862567508,0.3002008056700062,0.030639116427663596
claude-haiku-4-5,PTO_LA5,MITI,0,96,1.8515625,0.6129932224661816,0.06256335878443828
claude-haiku-4-5,PTO_LA5,MITI,1,96,1.9739583333333333,0.65038365870367,0.06637950420285146
claude-haiku-4-5,PTO_LA5,MITI,2,96,1.9765625,0.6070616514689513,0.061957970354592204
claude-haiku-4-5,PTO_LA5,MITI,3,96,2.1145833333333335,0.5403661851329039,0.055150892826246835
claude-haiku-4-5,PTO_LA5,MITI,4,96,2.2369791666666665,0.49387004425661923,0.0504054003197693
claude-haiku-4-5,PTO_LA5,MITI,5,96,2.1744791666666665,0.4575676419173722,0.04670030189608706
claude-haiku-4-5,PTO_LA5,MITI,6,96,2.046875,0.4663865857509423,0.047600381582025016
claude-haiku-4-5,PTO_LA5,MITI,7,96,2.2135416666666665,0.42454180667401303,0.04332961670127641
claude-haiku-4-5,PTO_LA5,MITI,8,96,2.2291666666666665,0.4597863729732862,0.046926750186231055
claude-haiku-4-5,PTO_LA5,MITI,9,96,2.1875,0.41517276048969254,0.04237339242926996
claude-haiku-4-5,PTO_LA5,MITI,10,96,2.1484375,0.32154668360417293,0.03281772097143207
claude-haiku-4-5,PTO_LA5,PCT,0,96,0.5231385391391785,0.35373114508951176,0.03610253381665447
claude-haiku-4-5,PTO_LA5,PCT,1,96,0.5432596838431973,0.3433404207381522,0.035042034953373526
claude-haiku-4-5,PTO_LA5,PCT,2,96,0.5576549259243346,0.3503866080857766,0.035761183438112465
claude-haiku-4-5,PTO_LA5,PCT,3,96,0.5816708467247108,0.344681159643519,0.035178873544892124
claude-haiku-4-5,PTO_LA5,PCT,4,96,0.6229398952333356,0.32634128937141005,0.03330706837341275
claude-haiku-4-5,PTO_LA5,PCT,5,96,0.6296536439031223,0.31544091241476585,0.032194553308922326
claude-haiku-4-5,PTO_LA5,PCT,6,96,0.615192601176057,0.3134582699909555,0.0319922007138919
claude-haiku-4-5,PTO_LA5,PCT,7,96,0.6128088992978699,0.34054658748945676,0.03475689054146827
claude-haiku-4-5,PTO_LA5,PCT,8,96,0.6302517551283998,0.3218026384393108,0.03284384425240231
claude-haiku-4-5,PTO_LA5,PCT,9,96,0.6600138363863083,0.3311038574206003,0.03379314593948768
claude-haiku-4-5,PTO_LA5,PCT,10,96,0.6845523225115658,0.29167627490905407,0.02976908515012227
claude-haiku-4-5,PTO_LA5,Q1,0,96,1.6833333333333333,0.7520731580688937,0.07675814527134613
claude-haiku-4-5,PTO_LA5,Q1,1,96,1.8625,0.9099739730228263,0.09287382971329457
claude-haiku-4-5,PTO_LA5,Q1,2,96,1.90625,0.8161285373479378,0.08329577004276716
claude-haiku-4-5,PTO_LA5,Q1,3,96,2.225,0.8959558259787495,0.0914431085717407
claude-haiku-4-5,PTO_LA5,Q1,4,96,2.475,0.9168596288131396,0.09357659401457408
claude-haiku-4-5,PTO_LA5,Q1,5,96,2.5375,0.8461989314451699,0.08636481678870957
claude-haiku-4-5,PTO_LA5,Q1,6,96,2.4479166666666665,0.9504546465180331,0.09700537115110557
claude-haiku-4-5,PTO_LA5,Q1,7,96,2.7083333333333335,0.9443088998021855,0.0963781235035134
claude-haiku-4-5,PTO_LA5,Q1,8,96,2.658333333333333,0.9130246629131763,0.09318518944641226
claude-haiku-4-5,PTO_LA5,Q1,9,96,2.6750000000000003,0.8817446819859626,0.08999268976159296
claude-haiku-4-5,PTO_LA5,Q1,10,96,2.6041666666666665,0.819745360548232,0.0836649105148747
claude-haiku-4-5,PTO_LA5,Q1Q2,0,96,1.833700980392157,0.6564056023665453,0.06699411625426109
claude-haiku-4-5,PTO_LA5,Q1Q2,1,96,2.011519607843137,0.7818697344654292,0.0797992456152365
claude-haiku-4-5,PTO_LA5,Q1Q2,2,96,2.063112745098039,0.6944903649399866,0.07088112605759347
claude-haiku-4-5,PTO_LA5,Q1Q2,3,96,2.3499387254901962,0.7420830834262837,0.07573853754773315
claude-haiku-4-5,PTO_LA5,Q1Q2,4,96,2.5573529411764704,0.7324952303117269,0.07475998138692404
claude-haiku-4-5,PTO_LA5,Q1Q2,5,96,2.578799019607843,0.6740929972241929,0.06879932843260958
claude-haiku-4-5,PTO_LA5,Q1Q2,6,96,2.5067401960784315,0.770944298503078,0.07868417297668594
claude-haiku-4-5,PTO_LA5,Q1Q2,7,96,2.7352941176470584,0.7187673334911965,0.07335888378476257
claude-haiku-4-5,PTO_LA5,Q1Q2,8,96,2.7096813725490194,0.736327436985474,0.0751511043427394
claude-haiku-4-5,PTO_LA5,Q1Q2,9,96,2.733639705882353,0.7101207651468144,0.07247639709851934
claude-haiku-4-5,PTO_LA5,Q1Q2,10,96,2.666973039215686,0.6551569631475433,0.06686667754762017
claude-haiku-4-5,PTO_LA5,Q2,0,96,1.9840686274509804,0.6237851667003231,0.06366480698053069
claude-haiku-4-5,PTO_LA5,Q2,1,96,2.1605392156862746,0.7212708167453108,0.07361439447443685
claude-haiku-4-5,PTO_LA5,Q2,2,96,2.2199754901960786,0.6292942682302444,0.06422707730092624
claude-haiku-4-5,PTO_LA5,Q2,3,96,2.4748774509803924,0.6445628636007883,0.0657854217903785
claude-haiku-4-5,PTO_LA5,Q2,4,96,2.639705882352941,0.614120849783471,0.06267844676557922
claude-haiku-4-5,PTO_LA5,Q2,5,96,2.6200980392156863,0.5631115695077402,0.05747233389798943
claude-haiku-4-5,PTO_LA5,Q2,6,96,2.565563725490196,0.6399764264272283,0.06531732050652204
claude-haiku-4-5,PTO_LA5,Q2,7,96,2.7622549019607843,0.5667864578908168,0.05784740062299857
claude-haiku-4-5,PTO_LA5,Q2,8,96,2.761029411764706,0.6129075120150393,0.06255461099814985
claude-haiku-4-5,PTO_LA5,Q2,9,96,2.792279411764706,0.5990311564119288,0.06113836138494023
claude-haiku-4-5,PTO_LA5,Q2,10,96,2.729779411764706,0.5464794778442936,0.05577482815087935
claude-haiku-4-5,PTO_LA5,WAI-SR,0,96,2.1493055555555554,1.0552650415853841,0.1077025373033776
claude-haiku-4-5,PTO_LA5,WAI-SR,1,96,2.2456597222222223,1.0779806896242292,0.11002094342303693
claude-haiku-4-5,PTO_LA5,WAI-SR,2,96,2.412326388888889,1.0885750243217038,0.11110222318024843
claude-haiku-4-5,PTO_LA5,WAI-SR,3,96,2.565972222222222,1.0385069035369756,0.10599216700097255
claude-haiku-4-5,PTO_LA5,WAI-SR,4,96,2.720486111111111,1.0232658391556155,0.10443663238133757
claude-haiku-4-5,PTO_LA5,WAI-SR,5,96,2.769097222222222,0.9580742721293477,0.09778304593355402
claude-haiku-4-5,PTO_LA5,WAI-SR,6,96,2.7508680555555554,1.0166375313388276,0.10376013354761959
claude-haiku-4-5,PTO_LA5,WAI-SR,7,96,2.808159722222222,0.9911243387799673,0.10115620423601207
claude-haiku-4-5,PTO_LA5,WAI-SR,8,96,2.8411458333333335,1.0005172730125609,0.10211486657173603
claude-haiku-4-5,PTO_LA5,WAI-SR,9,96,2.8914930555555554,0.9857997459588603,0.10061276525685381
claude-haiku-4-5,PTO_LA5,WAI-SR,10,96,2.8506944444444446,0.8968688765234377,0.09153629640273474
