judge,method,cut,n_turns,agr_K0,K0_lo,K0_hi,pairs_K0,agr_K5,K5_lo,K5_hi,pairs_K5,delta_K0_minus_K5,d_lo,d_hi
claude-haiku-4-5,GRPO,iters_1-5,40,0.7685123415610406,0.7090712714883921,0.8280024557395773,1499,0.8350353495679497,0.7843463002114165,0.8772655324844394,1273,-0.06652300800690902,-0.1394737296131977,0.00887341112517313
claude-haiku-4-5,GRPO,iters_1-5,42,0.766320474777448,0.701529829197172,0.8241810482582295,1348,0.8305821025195482,0.7775708108947804,0.8735943085844068,1151,-0.0642616277421002,-0.14319700882119266,0.015432231010488446
claude-haiku-4-5,GRPO,iters_1-5,44,0.7565891472868217,0.6861402349034559,0.819065401855996,1290,0.8233590733590733,0.7663939817076516,0.8725496401092082,1036,-0.06676992607225163,-0.15426098137029848,0.014194199096330183
claude-haiku-4-5,GRPO,iters_1-5,46,0.7620817843866171,0.6909608455440789,0.8266573650093483,1076,0.8243953732912723,0.7655750338753388,0.8723517849029021,951,-0.062313588904655215,-0.14839036606904596,0.02616157251035377
claude-haiku-4-5,GRPO,iters_1-5,48,0.7475915221579962,0.6765645956312628,0.8110785529133325,1038,0.8228941684665226,0.7625886579570613,0.8746264526691537,926,-0.07530264630852646,-0.16160883489267946,0.012010608399740625
claude-haiku-4-5,GRPO,iters_1-5,50,0.7590618336886994,0.6856079526577128,0.8286764705882352,938,0.8361244019138756,0.777331039541523,0.8882515149777294,836,-0.07706256822517621,-0.1671590882440818,0.009250088297574018
claude-haiku-4-5,GRPO,iters_1-5,12-20,0.7973459040744424,0.7776719603017734,0.8152980016890348,81459,0.8072215347292844,0.7857558040158097,0.8251396620996312,81617,-0.009875630654841983,-0.03660640154451514,0.01866658878749694
claude-haiku-4-5,GRPO,iters_1-5,22-34,0.7931024806375575,0.7667220209892354,0.8189263651018425,35636,0.8136754190951151,0.7875985939068552,0.8359576969445354,33286,-0.020572938457557588,-0.05380774001178483,0.01744612684481311
claude-haiku-4-5,GRPO,iters_1-5,36-50,0.7659958487501128,0.7103039605552675,0.817490960734241,11081,0.8276926351638996,0.7844624885640454,0.8655509835185928,9396,-0.06169678641378673,-0.12665211112725536,0.005733875729412971
claude-haiku-4-5,GRPO,iters_1-5,all,0.7934558731743853,0.7728832851784323,0.8137527646867254,128176,0.8104972686827729,0.7896853488205929,0.8277378139835869,124299,-0.01704139550838768,-0.044305363098092694,0.012479204026973932
claude-haiku-4-5,GRPO,matched_iters,12,0.7843934361211641,0.7619776927308529,0.8048759203095237,20171,0.7988121004681129,0.7767682113512241,0.8178689288742441,19867,-0.014418664346948828,-0.04354007239400031,0.0157050744812208
claude-haiku-4-5,GRPO,matched_iters,14,0.800732109713343,0.780612361914095,0.8202399758660073,19396,0.8129091104195729,0.7923424185664355,0.8313761405151154,18638,-0.012177000706229957,-0.03854086401198684,0.017597203602799615
claude-haiku-4-5,GRPO,matched_iters,16,0.8078799927706488,0.786710981265688,0.8269613039506601,16599,0.80850939310587,0.7852839244085503,0.8275863662536838,17087,-0.0006294003352211863,-0.02902952051954257,0.031970431465950556
claude-haiku-4-5,GRPO,matched_iters,18,0.7986176110591116,0.7767309142238685,0.8191446356430995,13889,0.807252440725244,0.783432880848441,0.8275349332531029,14340,-0.008634829666132493,-0.03778636161654409,0.024775301825416873
claude-haiku-4-5,GRPO,matched_iters,20,0.7976148719747457,0.7739753638074028,0.821519462216916,11404,0.8105263157894737,0.7847709173694782,0.8320525761242127,11685,-0.012911443814727974,-0.047238027557584744,0.02262664796396534
claude-haiku-4-5,GRPO,matched_iters,22,0.7945190641247833,0.7682372314358861,0.8197075559152739,9232,0.8094816127603013,0.7823409185949262,0.8313162554663776,9028,-0.014962548635517936,-0.048646456412611096,0.022060021338942835
claude-haiku-4-5,GRPO,matched_iters,24,0.7961496450027308,0.7666380792949472,0.8234039875403779,7324,0.8164604144923214,0.7887423728305845,0.8406737311997938,6707,-0.020310769489590652,-0.05584639477846089,0.01918018804897262
claude-haiku-4-5,GRPO,matched_iters,26,0.7953144266337855,0.7656704996915382,0.8250423875416104,5677,0.8138051044083526,0.7820117028291121,0.8411519946659548,5172,-0.018490677774567144,-0.05697176722242647,0.024088334817794387
claude-haiku-4-5,GRPO,matched_iters,28,0.7881818181818182,0.7565099292104522,0.8207850460304759,4400,0.8184537505752416,0.7874731071045487,0.8462124543790073,4346,-0.030271932393423406,-0.07303071943548822,0.016110635250156487
claude-haiku-4-5,GRPO,matched_iters,30,0.7831196581196581,0.7473258141420427,0.8166410523851442,3744,0.8127362605408549,0.7803715196610452,0.8411184979094933,3439,-0.02961660242119679,-0.07459759274201128,0.018006219314132453
claude-haiku-4-5,GRPO,matched_iters,32,0.7975937721160651,0.7597649304779607,0.8351469392459039,2826,0.8108424336973479,0.7707436399969405,0.8433653814012568,2564,-0.013248661581282795,-0.06510909607868252,0.04130211422132209
claude-haiku-4-5,GRPO,matched_iters,34,0.7924373201808467,0.7542467399151701,0.8338965594712323,2433,0.8177339901477833,0.773721738546232,0.8535834861859452,2030,-0.02529666996693658,-0.0797851896569952,0.033921827015916846
claude-haiku-4-5,GRPO,matched_iters,36,0.7747016706443914,0.7287523055178325,0.8198064668553894,2095,0.8245125348189415,0.7819177240501021,0.862786060056177,1795,-0.04981086417455005,-0.10586843735676071,0.009684829355183952
claude-haiku-4-5,GRPO,matched_iters,38,0.776850306065665,0.7285610628078582,0.8255004090249878,1797,0.8263305322128851,0.7801934722078171,0.8642873422167927,1428,-0.04948022614722014,-0.10922606412448023,0.014901483242310345
claude-haiku-4-5,GRPO,matched_iters,40,0.7685123415610406,0.7090712714883921,0.8280024557395773,1499,0.8350353495679497,0.7843463002114165,0.8772655324844394,1273,-0.06652300800690902,-0.1394737296131977,0.00887341112517313
claude-haiku-4-5,GRPO,matched_iters,42,0.766320474777448,0.701529829197172,0.8241810482582295,1348,0.8305821025195482,0.7775708108947804,0.8735943085844068,1151,-0.0642616277421002,-0.14319700882119266,0.015432231010488446
claude-haiku-4-5,GRPO,matched_iters,44,0.7565891472868217,0.6861402349034559,0.819065401855996,1290,0.8233590733590733,0.7663939817076516,0.8725496401092082,1036,-0.06676992607225163,-0.15426098137029848,0.014194199096330183
claude-haiku-4-5,GRPO,matched_iters,46,0.7620817843866171,0.6909608455440789,0.8266573650093483,1076,0.8243953732912723,0.7655750338753388,0.8723517849029021,951,-0.062313588904655215,-0.14839036606904596,0.02616157251035377
claude-haiku-4-5,GRPO,matched_iters,48,0.7475915221579962,0.6765645956312628,0.8110785529133325,1038,0.8228941684665226,0.7625886579570613,0.8746264526691537,926,-0.07530264630852646,-0.16160883489267946,0.012010608399740625
claude-haiku-4-5,GRPO,matched_iters,50,0.7590618336886994,0.6856079526577128,0.8286764705882352,938,0.8361244019138756,0.777331039541523,0.8882515149777294,836,-0.07706256822517621,-0.1671590882440818,0.009250088297574018
claude-haiku-4-5,GRPO,matched_iters,12-20,0.7973459040744424,0.7776719603017734,0.8152980016890348,81459,0.8072215347292844,0.7857558040158097,0.8251396620996312,81617,-0.009875630654841983,-0.03660640154451514,0.01866658878749694
claude-haiku-4-5,GRPO,matched_iters,22-34,0.7931024806375575,0.7667220209892354,0.8189263651018425,35636,0.8136754190951151,0.7875985939068552,0.8359576969445354,33286,-0.020572938457557588,-0.05380774001178483,0.01744612684481311
claude-haiku-4-5,GRPO,matched_iters,36-50,0.7659958487501128,0.7103039605552675,0.817490960734241,11081,0.8276926351638996,0.7844624885640454,0.8655509835185928,9396,-0.06169678641378673,-0.12665211112725536,0.005733875729412971
claude-haiku-4-5,GRPO,matched_iters,all,0.7934558731743853,0.7728832851784323,0.8137527646867254,128176,0.8104972686827729,0.7896853488205929,0.8277378139835869,124299,-0.01704139550838768,-0.044305363098092694,0.012479204026973932
