judge,method,metric,iteration,mean_K0,mean_K5,n,mean_delta,dz,ci_lo,ci_hi,p,p_holm
claude-haiku-4-5,GRPO,PCT_SustainTalk,3,5.114583333333333,5.3125,96,-0.19791666666666666,-0.05077792557783138,-0.9895833333333334,0.5833333333333334,0.8571692799299241,0.9441529577668553
claude-haiku-4-5,GRPO,PCT_SustainTalk,4,5.708333333333333,4.03125,96,1.6770833333333333,0.445714728270743,0.8958333333333334,2.4375,7.294338045758743e-05,0.00036471690228793714
claude-haiku-4-5,GRPO,PCT_SustainTalk,5,6.177083333333333,4.03125,96,2.1458333333333335,0.5054884011545058,1.34375,3.0104166666666665,3.9027919706992603e-07,2.341675182419556e-06
claude-haiku-4-5,GRPO,PCT_Neutral,0,2.0625,2.375,96,-0.3125,-0.10038537420212135,-0.9690104166666667,0.2916666666666667,0.9239274960586055,1.0
claude-haiku-4-5,GRPO,PCT_Neutral,1,2.28125,2.1458333333333335,96,0.13541666666666666,0.05286964662491773,-0.3645833333333333,0.65625,0.9786676244754234,1.0
claude-haiku-4-5,GRPO,PCT_Neutral,2,2.375,2.125,96,0.25,0.1064476719812557,-0.23958333333333334,0.71875,0.4542502646349844,1.0
claude-haiku-4-5,GRPO,PCT_Neutral,3,2.25,2.1041666666666665,96,0.14583333333333334,0.08435120596449386,-0.17708333333333334,0.5104166666666666,0.48069002143260464,1.0
claude-haiku-4-5,GRPO,PCT_Neutral,4,3.15625,1.96875,96,1.1875,0.45729186922417125,0.6872395833333333,1.7190104166666653,4.9027690382969336e-05,0.0002451384519148467
claude-haiku-4-5,GRPO,PCT_Neutral,5,3.3645833333333335,1.6875,96,1.6770833333333333,0.5433687470056353,1.0729166666666667,2.3020833333333335,1.578955240793244e-06,9.473731444759464e-06
claude-haiku-4-5,GRPO,PCT_BehaviorTotal,0,14.302083333333334,14.052083333333334,96,0.25,0.02705106136779079,-1.6145833333333333,2.1145833333333335,0.9182426359397196,1.0
claude-haiku-4-5,GRPO,PCT_BehaviorTotal,1,12.854166666666666,14.052083333333334,96,-1.1979166666666667,-0.13464847794163354,-2.9375,0.5625,0.12341603796421344,0.49366415185685375
claude-haiku-4-5,GRPO,PCT_BehaviorTotal,2,15.541666666666666,14.791666666666666,96,0.75,0.07768788660609766,-1.2817708333333333,2.5731770833333316,0.39138127044656223,1.0
claude-haiku-4-5,GRPO,PCT_BehaviorTotal,3,13.791666666666666,14.5,96,-0.7083333333333334,-0.09229264591207405,-2.17734375,0.9169270833333318,0.5030694400364399,1.0
claude-haiku-4-5,GRPO,PCT_BehaviorTotal,4,15.229166666666666,12.885416666666666,96,2.34375,0.271613350082578,0.6869791666666667,4.146093749999999,0.010609741657148248,0.053048708285741236
claude-haiku-4-5,GRPO,PCT_BehaviorTotal,5,15.333333333333334,11.260416666666666,96,4.072916666666667,0.5332303793805329,2.5830729166666666,5.541666666666667,4.742605279893878e-06,2.8455631679363267e-05
